id,domain_id,url,type,created_at,updated_at
6,3,http://www.vestnik.nauka.kz/dokumentaciya/recenzentam/htrhrt,404,NULL,NULL
23,5,http://www.vestnik.nauka.kz/informatika,NULL,NULL,NULL
24,5,http://www.vestnik.nauka.kz/informatika/page/4,NULL,NULL,NULL
25,5,http://www.vestnik.nauka.kz/informatika/page/1,NULL,NULL,NULL
26,5,http://www.vestnik.nauka.kz/informatika/k-voprosu-ocenki-prikladnyx-issledovanij-v-nauchnoj-organizacii-i-produktivnosti-truda-nauchnyx-rabotnikov.php,NULL,NULL,NULL
27,5,http://www.vestnik.nauka.kz/informatika/k-voprosu-ocenki-prikladnyx-issledovanij-v-nauchnoj-organizacii-i-produktivnosti-truda-nauchnyx-rabotnikov.php#,NULL,NULL,NULL
28,5,http://www.vestnik.nauka.kz/informatika/formirovanie-i-ispolzovanie-elektronnyx-informacionnyx-resursov-v-nc-nti.php,NULL,NULL,NULL
29,5,http://www.vestnik.nauka.kz/informatika/formirovanie-i-ispolzovanie-elektronnyx-informacionnyx-resursov-v-nc-nti.php#,NULL,NULL,NULL
30,5,http://www.vestnik.nauka.kz/informatika/issledovanie-informacionnyx-potrebnostej-kazaxstanskix-uchenyx-i-specialistov-v-nauchno-texnicheskoj-informacii-na-gosudarstvennom-yazyke.php,NULL,NULL,NULL
31,5,http://www.vestnik.nauka.kz/informatika/issledovanie-informacionnyx-potrebnostej-kazaxstanskix-uchenyx-i-specialistov-v-nauchno-texnicheskoj-informacii-na-gosudarstvennom-yazyke.php#,NULL,NULL,NULL
32,5,http://www.vestnik.nauka.kz/informatika/bibliograficheskaya-baza-dannyx-citirovaniya-bibliometricheskie-pokazateli-nauchnyx-zhurnalnyx-publikacij-kazaxstanskix-avtorov.php,NULL,NULL,NULL
33,5,http://www.vestnik.nauka.kz/informatika/bibliograficheskaya-baza-dannyx-citirovaniya-bibliometricheskie-pokazateli-nauchnyx-zhurnalnyx-publikacij-kazaxstanskix-avtorov.php#,NULL,NULL,NULL
34,5,http://www.vestnik.nauka.kz/informatika/metodika-osvoeniya-sistemy-zr-proektirovaniya-solid-works.php,NULL,NULL,NULL
35,5,http://www.vestnik.nauka.kz/informatika/metodika-osvoeniya-sistemy-zr-proektirovaniya-solid-works.php#,NULL,NULL,NULL
36,5,http://www.vestnik.nauka.kz/informatika/realizaciya-nauchno-texnicheskix-programm-v-kazaxstane-za-period-1995-2010-gg-i-ix-rezultativnost.php,NULL,NULL,NULL
37,5,http://www.vestnik.nauka.kz/informatika/realizaciya-nauchno-texnicheskix-programm-v-kazaxstane-za-period-1995-2010-gg-i-ix-rezultativnost.php#,NULL,NULL,NULL
38,5,http://www.vestnik.nauka.kz/informatika/page/4#,NULL,NULL,NULL
39,5,http://www.vestnik.nauka.kz/informatika/page/3,NULL,NULL,NULL
40,5,http://www.vestnik.nauka.kz/informatika/modeli-korporativnoj-informacionno-bibliotechnoj-seti.php#respond,NULL,NULL,NULL
41,5,http://www.vestnik.nauka.kz/informatika/modeli-korporativnoj-informacionno-bibliotechnoj-seti.php#,NULL,NULL,NULL
42,5,http://www.vestnik.nauka.kz/informatika/modeli-korporativnoj-informacionno-bibliotechnoj-seti.php,NULL,NULL,NULL
43,5,http://www.vestnik.nauka.kz/informatika/kasiptik-mekteptin-arnajy-pan-sabaktarynda-interaktivti-taktany-koldanu-mymkindikteri-2.php,NULL,NULL,NULL
44,5,http://www.vestnik.nauka.kz/informatika/kasiptik-mekteptin-arnajy-pan-sabaktarynda-interaktivti-taktany-koldanu-mymkindikteri-2.php#,NULL,NULL,NULL
45,5,http://www.vestnik.nauka.kz/informatika/bibliometriya-kratkie-metodologicheskie-kommentarii.php#respond,NULL,NULL,NULL
46,5,http://www.vestnik.nauka.kz/informatika/bibliometriya-kratkie-metodologicheskie-kommentarii.php#,NULL,NULL,NULL
47,5,http://www.vestnik.nauka.kz/informatika/bibliometriya-kratkie-metodologicheskie-kommentarii.php,NULL,NULL,NULL
48,5,http://www.vestnik.nauka.kz/informatika/primenenie-metodov-funkcionalnogo-proektirovaniya-sistem-v-zadachax-operativnogo-upravleniya.php#respond,NULL,NULL,NULL
49,5,http://www.vestnik.nauka.kz/informatika/primenenie-metodov-funkcionalnogo-proektirovaniya-sistem-v-zadachax-operativnogo-upravleniya.php#,NULL,NULL,NULL
50,5,http://www.vestnik.nauka.kz/informatika/primenenie-metodov-funkcionalnogo-proektirovaniya-sistem-v-zadachax-operativnogo-upravleniya.php,NULL,NULL,NULL
51,5,http://www.vestnik.nauka.kz/informatika/kasiptik-mekteptin-arnajy-pan-sabaktarynda-interaktivti-taktany-koldanu-mymkindikteri.php#respond,NULL,NULL,NULL
52,5,http://www.vestnik.nauka.kz/informatika/kasiptik-mekteptin-arnajy-pan-sabaktarynda-interaktivti-taktany-koldanu-mymkindikteri.php#,NULL,NULL,NULL
53,5,http://www.vestnik.nauka.kz/informatika/kasiptik-mekteptin-arnajy-pan-sabaktarynda-interaktivti-taktany-koldanu-mymkindikteri.php,NULL,NULL,NULL
54,5,http://www.vestnik.nauka.kz/informatika/sovremennoe-sostoyanie-fonda-nepublikuemyx-dokumentov-na-kazaxskom-yazyke-v-ao-nc-nti.php#respond,NULL,NULL,NULL
55,5,http://www.vestnik.nauka.kz/informatika/sovremennoe-sostoyanie-fonda-nepublikuemyx-dokumentov-na-kazaxskom-yazyke-v-ao-nc-nti.php#,NULL,NULL,NULL
56,5,http://www.vestnik.nauka.kz/informatika/sovremennoe-sostoyanie-fonda-nepublikuemyx-dokumentov-na-kazaxskom-yazyke-v-ao-nc-nti.php,NULL,NULL,NULL
57,5,http://www.vestnik.nauka.kz/informatika/sovremennoe-sostoyanie-fonda-nepublikuemyx-dokumentov-na-kazaxskom-yazyke-v-ao-nc-nti-na-angl-yazyke.php#respond,NULL,NULL,NULL
58,5,http://www.vestnik.nauka.kz/informatika/sovremennoe-sostoyanie-fonda-nepublikuemyx-dokumentov-na-kazaxskom-yazyke-v-ao-nc-nti-na-angl-yazyke.php#,NULL,NULL,NULL
59,5,http://www.vestnik.nauka.kz/informatika/sovremennoe-sostoyanie-fonda-nepublikuemyx-dokumentov-na-kazaxskom-yazyke-v-ao-nc-nti-na-angl-yazyke.php,NULL,NULL,NULL
60,5,http://www.vestnik.nauka.kz/informatika/o-sozdanii-veb-portala-dlya-mon-rk.php#respond,NULL,NULL,NULL
61,5,http://www.vestnik.nauka.kz/informatika/o-sozdanii-veb-portala-dlya-mon-rk.php#,NULL,NULL,NULL
62,5,http://www.vestnik.nauka.kz/informatika/o-sozdanii-veb-portala-dlya-mon-rk.php,NULL,NULL,NULL
63,5,http://www.vestnik.nauka.kz/informatika/kazakstan-agroonerkasip-kesheninin-akparattyk-aukymyn-zhasaudagy-kazakstandyk-galymdar-men-mamandardyn-zhariyalanymdaryn-taldamaly-sintetikalyk-ondeu.php#respond,NULL,NULL,NULL
64,5,http://www.vestnik.nauka.kz/informatika/kazakstan-agroonerkasip-kesheninin-akparattyk-aukymyn-zhasaudagy-kazakstandyk-galymdar-men-mamandardyn-zhariyalanymdaryn-taldamaly-sintetikalyk-ondeu.php#,NULL,NULL,NULL
65,5,http://www.vestnik.nauka.kz/informatika/kazakstan-agroonerkasip-kesheninin-akparattyk-aukymyn-zhasaudagy-kazakstandyk-galymdar-men-mamandardyn-zhariyalanymdaryn-taldamaly-sintetikalyk-ondeu.php,NULL,NULL,NULL
66,5,http://www.vestnik.nauka.kz/informatika/podxod-k-postroeniyu-nejrosetevoj-modeli-dlya-texnologicheskogo-processa-varki-stekla.php#respond,NULL,NULL,NULL
67,5,http://www.vestnik.nauka.kz/informatika/podxod-k-postroeniyu-nejrosetevoj-modeli-dlya-texnologicheskogo-processa-varki-stekla.php#,NULL,NULL,NULL
68,5,http://www.vestnik.nauka.kz/informatika/podxod-k-postroeniyu-nejrosetevoj-modeli-dlya-texnologicheskogo-processa-varki-stekla.php,NULL,NULL,NULL
69,5,http://www.vestnik.nauka.kz/informatika/page/3#,NULL,NULL,NULL
70,5,http://www.vestnik.nauka.kz/informatika/page/2,NULL,NULL,NULL
71,5,http://www.vestnik.nauka.kz/informatika/analiz-i-obzor-rynka-internet-reklamy-v-kazaxstane.php#respond,NULL,NULL,NULL
72,5,http://www.vestnik.nauka.kz/informatika/analiz-i-obzor-rynka-internet-reklamy-v-kazaxstane.php#,NULL,NULL,NULL
73,5,http://www.vestnik.nauka.kz/informatika/analiz-i-obzor-rynka-internet-reklamy-v-kazaxstane.php,NULL,NULL,NULL
74,5,http://www.vestnik.nauka.kz/informatika/tiflokommentirovanie-kak-metod-adaptacii-videokontenta-dlya-nezryachix.php#respond,NULL,NULL,NULL
75,5,http://www.vestnik.nauka.kz/informatika/tiflokommentirovanie-kak-metod-adaptacii-videokontenta-dlya-nezryachix.php#,NULL,NULL,NULL
76,5,http://www.vestnik.nauka.kz/informatika/tiflokommentirovanie-kak-metod-adaptacii-videokontenta-dlya-nezryachix.php,NULL,NULL,NULL
77,5,http://www.vestnik.nauka.kz/informatika/kompyuternaya-model-kvantovogo-operatora-unitarnogo-linejnogo-preobrazovaniya-v-pakete-programm-mathematica.php#respond,NULL,NULL,NULL
78,5,http://www.vestnik.nauka.kz/informatika/kompyuternaya-model-kvantovogo-operatora-unitarnogo-linejnogo-preobrazovaniya-v-pakete-programm-mathematica.php#,NULL,NULL,NULL
79,5,http://www.vestnik.nauka.kz/informatika/kompyuternaya-model-kvantovogo-operatora-unitarnogo-linejnogo-preobrazovaniya-v-pakete-programm-mathematica.php,NULL,NULL,NULL
80,5,http://www.vestnik.nauka.kz/informatika/razrabotka-algoritma-postroeniya-sistemy-upravleniya-intervalno-zadannym-obektom-s-zapazdyvaniem-na-osnove-iskusstvennyx-nejronnyx-setej.php,NULL,NULL,NULL
81,5,http://www.vestnik.nauka.kz/informatika/razrabotka-algoritma-postroeniya-sistemy-upravleniya-intervalno-zadannym-obektom-s-zapazdyvaniem-na-osnove-iskusstvennyx-nejronnyx-setej.php#,NULL,NULL,NULL
82,5,http://www.vestnik.nauka.kz/informatika/innovacionnaya-konkurenciya-kak-dvizhushhij-faktor-transformacii-marketinga-na-primere-bazy-dannyx-rk-bank-innovacij-i-patentov.php,NULL,NULL,NULL
83,5,http://www.vestnik.nauka.kz/informatika/innovacionnaya-konkurenciya-kak-dvizhushhij-faktor-transformacii-marketinga-na-primere-bazy-dannyx-rk-bank-innovacij-i-patentov.php#,NULL,NULL,NULL
84,5,http://www.vestnik.nauka.kz/informatika/marketingovye-issledovaniya-v-ramkax-formirovaniya-bazy-dannyx-bank-innovacij-i-patentov-gorno-metallurgicheskaya-otrasl-kazaxstana.php,NULL,NULL,NULL
85,5,http://www.vestnik.nauka.kz/informatika/marketingovye-issledovaniya-v-ramkax-formirovaniya-bazy-dannyx-bank-innovacij-i-patentov-gorno-metallurgicheskaya-otrasl-kazaxstana.php#,NULL,NULL,NULL
86,5,http://www.vestnik.nauka.kz/informatika/marketingovye-issledovaniya-svyazannye-s-rezultatami-nauchno-issledovatelskix-rabot-po-materialam-bazy-dannyx-bank-innovacij-i-patentov.php,NULL,NULL,NULL
87,5,http://www.vestnik.nauka.kz/informatika/marketingovye-issledovaniya-svyazannye-s-rezultatami-nauchno-issledovatelskix-rabot-po-materialam-bazy-dannyx-bank-innovacij-i-patentov.php#,NULL,NULL,NULL
88,5,http://www.vestnik.nauka.kz/informatika/nauchno-informacionnoe-obespechenie-innovacionnoj-deyatelnosti-na-osnove-sozdaniya-bazy-dannyx-innovacij-i-patentov-zadachi-sostoyanie-i-perspektivy.php,NULL,NULL,NULL
89,5,http://www.vestnik.nauka.kz/informatika/nauchno-informacionnoe-obespechenie-innovacionnoj-deyatelnosti-na-osnove-sozdaniya-bazy-dannyx-innovacij-i-patentov-zadachi-sostoyanie-i-perspektivy.php#,NULL,NULL,NULL
90,5,http://www.vestnik.nauka.kz/informatika/k-voprosu-napisaniya-nauchnyx-statej-dlya-zhurnalov-vxodyashhix-v-naukometricheskie-bazy-dannyx-2.php,NULL,NULL,NULL
91,5,http://www.vestnik.nauka.kz/informatika/k-voprosu-napisaniya-nauchnyx-statej-dlya-zhurnalov-vxodyashhix-v-naukometricheskie-bazy-dannyx-2.php#,NULL,NULL,NULL
92,5,http://www.vestnik.nauka.kz/informatika/principy-realizacii-virtualnyx-resursov-v-metodicheskoj-sisteme-imitacionnyx-modelej.php,NULL,NULL,NULL
93,5,http://www.vestnik.nauka.kz/informatika/principy-realizacii-virtualnyx-resursov-v-metodicheskoj-sisteme-imitacionnyx-modelej.php#,NULL,NULL,NULL
94,5,http://www.vestnik.nauka.kz/informatika/page/2#,NULL,NULL,NULL
95,5,http://www.vestnik.nauka.kz/informatika/programmno-celevoj-metod-i-rezultativnost-nauchno-texnicheskix-programm-v-kazaxstane.php,NULL,NULL,NULL
96,5,http://www.vestnik.nauka.kz/informatika/programmno-celevoj-metod-i-rezultativnost-nauchno-texnicheskix-programm-v-kazaxstane.php#,NULL,NULL,NULL
97,5,http://www.vestnik.nauka.kz/informatika/kazaxstanskie-publikacii-v-zarubezhnyx-informacionnyx-resursax-za-2011-2014-gody.php,NULL,NULL,NULL
98,5,http://www.vestnik.nauka.kz/informatika/kazaxstanskie-publikacii-v-zarubezhnyx-informacionnyx-resursax-za-2011-2014-gody.php#,NULL,NULL,NULL
99,5,http://www.vestnik.nauka.kz/informatika/ocenka-riskov-informacionnoj-bezopasnosti-s-ispolzovaniem-programmy-matlab.php,NULL,NULL,NULL
100,5,http://www.vestnik.nauka.kz/informatika/ocenka-riskov-informacionnoj-bezopasnosti-s-ispolzovaniem-programmy-matlab.php#,NULL,NULL,NULL
101,5,http://www.vestnik.nauka.kz/informatika/nacionalnye-sistemy-nauchno-texnicheskoj-informacii-zarubezhnyx-stran.php,NULL,NULL,NULL
102,5,http://www.vestnik.nauka.kz/informatika/nacionalnye-sistemy-nauchno-texnicheskoj-informacii-zarubezhnyx-stran.php#,NULL,NULL,NULL
103,5,http://www.vestnik.nauka.kz/informatika/razrabotka-multiagentnoj-sitemy-distancionnogo-obucheniya-dlya-lyudej-s-ogranichennymi-vozmozhnostyami-zreniya.php,NULL,NULL,NULL
104,5,http://www.vestnik.nauka.kz/informatika/razrabotka-multiagentnoj-sitemy-distancionnogo-obucheniya-dlya-lyudej-s-ogranichennymi-vozmozhnostyami-zreniya.php#,NULL,NULL,NULL
105,5,http://www.vestnik.nauka.kz/informatika/sochetanie-gis-i-distancionnogo-zondirovaniya-v-kachestve-instrumenta-v-grazhdanskom-stroitelstve-kejs-majbalikskogo-vodoxranilishha-kazaxstan.php,NULL,NULL,NULL
106,5,http://www.vestnik.nauka.kz/informatika/sochetanie-gis-i-distancionnogo-zondirovaniya-v-kachestve-instrumenta-v-grazhdanskom-stroitelstve-kejs-majbalikskogo-vodoxranilishha-kazaxstan.php#,NULL,NULL,NULL
